Date,LEVEL_00_6D78F692_SPACE RV2024_RESILIENCE_PEOPLE,LEVEL_01_74433ACA_SPACE RV2024_RESILIENCE_PEOPLE,LEVEL_02.A_4E35AD0B_SPACE RV2024_RESILIENCE_PEOPLE,LEVEL_02.B_4C01AA2C_SPACE RV2024_RESILIENCE_PEOPLE,LEVEL_03_669BEE00_SPACE RV2024_RESILIENCE_PEOPLE
2016-01-24 16:00:00+00:00,20.581387272186067,15.253512099869264,15.198045395562142,15.117534534727062,15.168300164037744
2016-01-24 17:00:00+00:00,20.58756468827072,15.146703721902794,15.08909344150653,15.003840522886096,15.061335462471208
2016-01-24 18:00:00+00:00,20.59059125453619,15.071208935172644,15.010481583368446,14.921828588627733,14.983624866872349
2016-01-24 19:00:00+00:00,20.59200269471687,15.017675063327664,14.954400259494475,14.864873447344586,14.928367038034745
2016-01-24 20:00:00+00:00,20.591228251131692,14.968330604126095,14.90464266069096,14.81203342488729,14.877209839876771
2016-01-24 21:00:00+00:00,20.588061927542835,14.910108163187497,14.846301256193227,14.750752421597902,14.818254696608363
2016-01-24 22:00:00+00:00,20.584626896292036,14.859305123264505,14.79468284624704,14.698127745206756,14.766724375843765
2016-01-24 23:00:00+00:00,20.581772672972217,14.817593114049695,14.751966297561461,14.655074261255093,14.723979157128063
2016-01-25 00:00:00+00:00,20.578487918772417,14.781238995017,14.714606091826134,14.618004610753148,14.686682533431869
2016-01-25 01:00:00+00:00,20.574471914556252,14.747476944225562,14.680107674687369,14.583832520575823,14.652090192572487
2016-01-25 02:00:00+00:00,20.57097113197783,14.715954774830605,14.647932678113236,14.551927074861092,14.619761516463832
2016-01-25 03:00:00+00:00,20.56734243132389,14.687226239051304,14.61836314628138,14.523276772959184,14.590435571478901
2016-01-25 04:00:00+00:00,20.56418789267659,14.662760286118868,14.59309919198264,14.498920997681546,14.565228791366524
2016-01-25 05:00:00+00:00,20.560927797218277,14.640116384515864,14.569593568820059,14.476458053885954,14.5418486047106
2016-01-25 06:00:00+00:00,20.55645860614169,14.61654109713462,14.545434270493518,14.452882198395367,14.517450475125761
2016-01-25 07:00:00+00:00,20.553140417514463,14.605639912365872,14.532774854478449,14.441917708047008,14.504731746027522
2016-01-25 08:00:00+00:00,20.55252339825198,14.64143427234572,14.56522330314902,14.475880051120427,14.53473720034635
2016-01-25 09:00:00+00:00,20.554263027158452,14.767397896930058,14.685025174206887,14.600552983712385,14.650669781590592
2016-01-25 10:00:00+00:00,20.562943284085968,14.963478066594098,14.875226824995151,14.799116856203673,14.838239807037871
2016-01-25 11:00:00+00:00,20.57684548886166,15.206307125557212,15.109588253714444,15.046518805265626,15.072225325481943
2016-01-25 12:00:00+00:00,20.59549309953558,15.399241778204013,15.310727263579805,15.248038014603006,15.269567610098756
2016-01-25 13:00:00+00:00,20.613826421113632,15.419838086398693,15.356165954606082,15.284696903840404,15.316295877311076
2016-01-25 14:00:00+00:00,20.626581938473507,15.389333044175986,15.32913329655784,15.257344431933879,15.293960602141183
2016-01-25 15:00:00+00:00,20.63527533472279,15.42748800688364,15.359630184108669,15.279874193526881,15.32619751492887
2016-01-25 16:00:00+00:00,20.640158249752684,15.389962060940533,15.327538854274545,15.243229152140875,15.294194075494056
2016-01-25 17:00:00+00:00,20.6438160740574,15.26158666216393,15.204972965740813,15.122375349419409,15.174962000699892
2016-01-25 18:00:00+00:00,20.644386771426536,15.164906545610485,15.106473019911627,15.019534447727267,15.078374209074369
2016-01-25 19:00:00+00:00,20.64274652362598,15.088036032447667,15.027712544130454,14.936594766803395,14.999205442565755
2016-01-25 20:00:00+00:00,20.63923417927325,15.01579825435617,14.954910307313575,14.85896770898263,14.92492195490597
2016-01-25 21:00:00+00:00,20.634063355504725,14.937329329964852,14.87663308007748,14.776491084016959,14.846336501965936
2016-01-25 22:00:00+00:00,20.626823766742298,14.860142595908458,14.799259939404214,14.69679456039752,14.769721415567647
2016-01-25 23:00:00+00:00,20.618615702111125,14.789542689466673,14.728373915654588,14.624236157033145,14.699200051944368
2016-01-26 00:00:00+00:00,20.610175661189942,14.722137213718094,14.66086715435749,14.555671078556012,14.632219020039
2016-01-26 01:00:00+00:00,20.600274607668933,14.65461722881746,14.5934031227443,14.48720329047338,14.565146047657995
2016-01-26 02:00:00+00:00,20.59000304598437,14.588096565591854,14.52675991352019,14.41967542235512,14.49882386506628
2016-01-26 03:00:00+00:00,20.579985210452715,14.52460795976137,14.462922993775946,14.355375893318003,14.435404234531036
2016-01-26 04:00:00+00:00,20.568770973229828,14.460044733011566,14.398258727097627,14.290167060122862,14.371050917198398
2016-01-26 05:00:00+00:00,20.557496875647207,14.396498286369392,14.334297961786723,14.226201836008464,14.307726903591027
2016-01-26 06:00:00+00:00,20.546131994797754,14.336430019090665,14.273584313543116,14.165510919121472,14.247346763126473
2016-01-26 07:00:00+00:00,20.53641106494075,14.356309948392656,14.29416372069671,14.19381247591983,14.26464223358287
2016-01-26 08:00:00+00:00,20.531767638820998,14.662778980118574,14.58039101106739,14.48216866730948,14.52951611427685
2016-01-26 09:00:00+00:00,20.537652369297952,14.984455520447199,14.89371882588263,14.802991015551813,14.834159788570348
2016-01-26 10:00:00+00:00,20.555397001823987,15.219519049721796,15.126301483444118,15.045176347997801,15.072708288468307
2016-01-26 11:00:00+00:00,20.577293201511313,15.336106632885999,15.248676970508917,15.170920821410837,15.204677628992116
2016-01-26 12:00:00+00:00,20.598162332836186,15.430531369774636,15.349421357536784,15.271374365806329,15.308940440906392
2016-01-26 13:00:00+00:00,20.616900967962714,15.612833312784412,15.526090385508269,15.444769080807246,15.488377295675038
2016-01-26 14:00:00+00:00,20.633904135522545,15.825029222202453,15.736910634169696,15.6373947412798,15.698237777702312
2016-01-26 15:00:00+00:00,20.65032824897344,15.991227255477328,15.904671324812355,15.784875414636096,15.861797777559127
2016-01-26 16:00:00+00:00,20.6674565338584,15.905677187441945,15.846211507532354,15.73690266472461,15.805938409391297
2016-01-26 17:00:00+00:00,20.68144465795885,15.671143740911093,15.62725639707421,15.532706786146653,15.597963837165436
2016-01-26 18:00:00+00:00,20.6858757350106,15.528049041333011,15.482118602929674,15.38277171293526,15.45558436596801
2016-01-26 19:00:00+00:00,20.682536668790913,15.409245819848657,15.36154789936334,15.256891671403395,15.335049122448362
2016-01-26 20:00:00+00:00,20.674940803166283,15.299450433869007,15.251194993903242,15.141894775417464,15.22429066071684
2016-01-26 21:00:00+00:00,20.664660759364615,15.188898625720286,15.140805173846795,15.027632941201666,15.113839306166007
2016-01-26 22:00:00+00:00,20.65340691173802,15.08709597705621,15.038394447240885,14.923246790116101,15.012136111764674
2016-01-26 23:00:00+00:00,20.641674118360523,14.998422482145557,14.948576115325684,14.832105203122353,14.922389483890171
2016-01-27 00:00:00+00:00,21.26485103175555,19.394626387573613,19.396400186671247,19.395703120434987,19.401070178276374
2016-01-27 01:00:00+00:00,21.59631159400614,20.280842705732486,20.280898761761577,20.280880073807268,20.281204215084724
2016-01-27 02:00:00+00:00,21.769105716747486,20.68082467738722,20.680862289523745,20.680844451445783,20.6811234304229
2016-01-27 03:00:00+00:00,21.91410907944146,20.932194195929394,20.932188301582727,20.932181372473817,20.932355847192557
2016-01-27 04:00:00+00:00,22.040065976607668,21.11127880161594,21.111303300694935,21.111289927624213,21.111540734725693
2016-01-27 05:00:00+00:00,22.150728842099454,21.252204722209022,21.252148373064514,21.252155255918797,21.252212239759952
2016-01-27 06:00:00+00:00,22.24905977833699,21.368293636623637,21.368326322226107,21.368312126455475,21.368587482849208
2016-01-27 07:00:00+00:00,22.3367019105561,21.47400072107987,21.474024903811635,21.47401036958564,21.47425969474135
2016-01-27 08:00:00+00:00,22.418172954561225,21.61145912078783,21.61143988656904,21.611438575464224,21.611591606956065
2016-01-27 09:00:00+00:00,22.4952703790066,21.745409265148794,21.745420856962685,21.745411623732924,21.745642599013078
2016-01-27 10:00:00+00:00,22.567361241518714,21.836193688122165,21.83621142077844,21.836199427927358,21.83644767976233
2016-01-27 11:00:00+00:00,22.610772759068528,21.990039415170145,21.989971904006396,21.989985262214716,21.990043618453004
2016-01-27 12:00:00+00:00,22.635125041536586,22.035454345853765,22.035387726996877,22.03540264646246,22.035471226570532
2016-01-27 13:00:00+00:00,22.658259846208253,22.1509179324644,22.150885621677677,22.150889786253728,22.151041761807747
2016-01-27 14:00:00+00:00,22.684541645423376,22.24929489309407,22.249428532159403,22.24938223288453,22.24991055711915
2016-01-27 15:00:00+00:00,22.705559376519016,22.295957280835495,22.296102536226115,22.29604918839263,22.296596599434945
2016-01-27 16:00:00+00:00,22.722136619745573,22.242095558872574,22.242229798895185,22.242180795009364,22.242704123726053
2016-01-27 17:00:00+00:00,22.734323944170658,22.17442726504639,22.174510449791097,22.174477177687226,22.174880824217865
2016-01-27 18:00:00+00:00,22.74312683867258,22.151784801688745,22.15185308651492,22.151825469906168,22.15219405231781
2016-01-27 19:00:00+00:00,22.749734754732987,22.140654627496094,22.140729885933467,22.140700437040113,22.141081331930916
2016-01-27 20:00:00+00:00,22.754998878290223,22.139906850788545,22.139888305393185,22.13988651241586,22.140052477791087
2016-01-27 21:00:00+00:00,22.760345529418398,22.141634260792575,22.14172877837139,22.141695614469484,22.142124510913092
2016-01-27 22:00:00+00:00,22.76526711478313,22.13756451419862,22.137702531645687,22.137653329899255,22.138169789919377
2016-01-27 23:00:00+00:00,22.769421795948332,22.137573973931385,22.137636038923656,22.137609535133134,22.137953969132827
